,batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
8969,Mumbai Indians,Royal Challengers Bangalore,1136591,2018-05-01,KA Pollard,13,15,1.0,0.0,0,0,0,18.0,86.66666666666667,P Awana,caught
8970,Mumbai Indians,Royal Challengers Bangalore,1136591,2018-05-01,KH Pandya,23,19,1.0,1.0,0,0,0,30.0,121.05263157894736,VR Aaron,caught
8971,Mumbai Indians,Royal Challengers Bangalore,1136591,2018-05-01,RG Sharma,0,1,0.0,0.0,0,0,1,2.0,0.0,MM Patel,caught
8972,Mumbai Indians,Royal Challengers Bangalore,1136591,2018-05-01,SA Yadav,9,9,2.0,0.0,0,0,0,15.0,100.0,R Rampaul,caught
12609,Royal Challengers Bangalore,Mumbai Indians,1136591,2018-05-01,Washington Sundar,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,Mohammad Asif,caught
12608,Royal Challengers Bangalore,Mumbai Indians,1136591,2018-05-01,V Kohli,32,26,2.0,1.0,0,0,0,40.0,123.07692307692308,Z Khan,caught
12603,Royal Challengers Bangalore,Mumbai Indians,1136591,2018-05-01,M Vohra,45,31,2.0,4.0,0,0,0,59.0,145.16129032258064,JR Hazlewood,caught
12606,Royal Challengers Bangalore,Mumbai Indians,1136591,2018-05-01,TG Southee,1,2,0.0,0.0,0,0,0,5.0,50.0,JR Hopes,lbw
12607,Royal Challengers Bangalore,Mumbai Indians,1136591,2018-05-01,UT Yadav,1,2,0.0,0.0,0,0,0,5.0,50.0,MA Khote,caught
12604,Royal Challengers Bangalore,Mumbai Indians,1136591,2018-05-01,Mandeep Singh,14,10,1.0,1.0,0,0,0,21.0,140.0,Mohammed Shami,caught
8966,Mumbai Indians,Royal Challengers Bangalore,1136591,2018-05-01,HH Pandya,50,45,5.0,1.0,1,0,0,69.0,111.11111111111111,RP Singh,caught
12602,Royal Challengers Bangalore,Mumbai Indians,1136591,2018-05-01,C de Grandhomme,23,10,0.0,3.0,0,0,0,33.0,230.0,T Natarajan,caught
8965,Mumbai Indians,Royal Challengers Bangalore,1136591,2018-05-01,BCJ Cutting,12,6,1.0,1.0,0,0,0,19.0,200.0,DT Christian,bowled
12605,Royal Challengers Bangalore,Mumbai Indians,1136591,2018-05-01,Q de Kock,7,14,1.0,0.0,0,0,0,12.0,50.0,YS Chahal,caught
8967,Mumbai Indians,Royal Challengers Bangalore,1136591,2018-05-01,Ishan Kishan,0,1,0.0,0.0,0,0,1,2.0,0.0,SK Trivedi,caught
3440,Delhi Daredevils,Rajasthan Royals,1136592,2018-05-02,RR Pant,69,33,7.0,5.0,1,0,0,98.0,209.0909090909091,K Rabada,caught
10245,Rajasthan Royals,Delhi Daredevils,1136592,2018-05-02,JC Buttler,67,27,4.0,7.0,1,0,0,97.0,248.14814814814807,JH Kallis,run out
3441,Delhi Daredevils,Rajasthan Royals,1136592,2018-05-02,SS Iyer,50,35,3.0,3.0,1,0,0,71.0,142.85714285714286,CV Varun,bowled
3439,Delhi Daredevils,Rajasthan Royals,1136592,2018-05-02,PP Shaw,47,26,4.0,4.0,0,0,0,63.0,180.7692307692308,HH Pandya,run out
3438,Delhi Daredevils,Rajasthan Royals,1136592,2018-05-02,LE Plunkett,1,2,0.0,0.0,0,0,0,5.0,50.0,I Sharma,caught
3437,Delhi Daredevils,Rajasthan Royals,1136592,2018-05-02,GJ Maxwell,5,5,0.0,0.0,0,0,0,9.0,100.0,Rashid Khan,bowled
3436,Delhi Daredevils,Rajasthan Royals,1136592,2018-05-02,C Munro,0,1,0.0,0.0,0,0,1,2.0,0.0,TA Boult,caught
10246,Rajasthan Royals,Delhi Daredevils,1136592,2018-05-02,K Gowtham,18,6,2.0,1.0,0,0,0,26.0,300.0,JP Faulkner,caught
10248,Rajasthan Royals,Delhi Daredevils,1136592,2018-05-02,SV Samson,3,5,0.0,0.0,0,0,0,7.0,60.0,PP Ojha,caught
10247,Rajasthan Royals,Delhi Daredevils,1136592,2018-05-02,RA Tripathi,9,9,1.0,0.0,0,0,0,14.0,100.0,R Sathish,run out
3442,Delhi Daredevils,Rajasthan Royals,1136592,2018-05-02,V Shankar,17,7,2.0,1.0,0,0,0,25.0,242.85714285714283,YS Chahal,caught
10243,Rajasthan Royals,Delhi Daredevils,1136592,2018-05-02,BA Stokes,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,AB Dinda,caught
10244,Rajasthan Royals,Delhi Daredevils,1136592,2018-05-02,DJM Short,44,25,2.0,4.0,0,0,0,58.0,176.0,UT Yadav,caught
5785,Kolkata Knight Riders,Chennai Super Kings,1136593,2018-05-03,KD Karthik,45,20,7.0,1.0,0,0,0,58.0,225.0,DW Steyn,caught
5784,Kolkata Knight Riders,Chennai Super Kings,1136593,2018-05-03,CA Lynn,12,6,0.0,2.0,0,0,0,20.0,200.0,PP Ojha,run out
536,Chennai Super Kings,Kolkata Knight Riders,1136593,2018-05-03,SR Watson,36,25,4.0,2.0,0,0,0,48.0,144.0,V Sehwag,caught
535,Chennai Super Kings,Kolkata Knight Riders,1136593,2018-05-03,SK Raina,31,27,4.0,0.0,0,0,0,39.0,114.8148148148148,SR Watson,run out
534,Chennai Super Kings,Kolkata Knight Riders,1136593,2018-05-03,RA Jadeja,12,14,1.0,0.0,0,0,0,17.0,85.71428571428571,JH Kallis,bowled
533,Chennai Super Kings,Kolkata Knight Riders,1136593,2018-05-03,MS Dhoni,43,25,1.0,4.0,0,0,0,56.0,172.0,SW Tait,caught
5787,Kolkata Knight Riders,Chennai Super Kings,1136593,2018-05-03,RV Uthappa,6,9,1.0,0.0,0,0,0,11.0,66.66666666666666,Z Khan,caught
5786,Kolkata Knight Riders,Chennai Super Kings,1136593,2018-05-03,RK Singh,16,20,2.0,0.0,0,0,0,22.0,80.0,M Morkel,caught
531,Chennai Super Kings,Kolkata Knight Riders,1136593,2018-05-03,AT Rayudu,21,17,3.0,0.0,0,0,0,28.0,123.52941176470588,TM Dilshan,caught
5789,Kolkata Knight Riders,Chennai Super Kings,1136593,2018-05-03,Shubman Gill,57,37,6.0,2.0,1,0,0,79.0,154.05405405405406,BA Bhatt,run out
5788,Kolkata Knight Riders,Chennai Super Kings,1136593,2018-05-03,SP Narine,32,21,4.0,2.0,0,0,0,44.0,152.38095238095238,AB Dinda,caught
532,Chennai Super Kings,Kolkata Knight Riders,1136593,2018-05-03,F du Plessis,27,15,4.0,1.0,0,0,0,37.0,180.0,R Vinay Kumar,bowled
8229,Mumbai Indians,Kings XI Punjab,1136594,2018-05-04,SA Yadav,57,42,6.0,3.0,1,0,0,81.0,135.71428571428572,AD Russell,caught
4943,Kings XI Punjab,Mumbai Indians,1136594,2018-05-04,Yuvraj Singh,14,14,0.0,1.0,0,0,0,20.0,100.0,A Mishra,caught
8228,Mumbai Indians,Kings XI Punjab,1136594,2018-05-04,RG Sharma,24,15,1.0,2.0,0,0,0,33.0,160.0,KA Pollard,caught and bowled
8227,Mumbai Indians,Kings XI Punjab,1136594,2018-05-04,KH Pandya,31,13,4.0,2.0,0,0,0,43.0,238.46153846153845,TA Boult,caught
8226,Mumbai Indians,Kings XI Punjab,1136594,2018-05-04,Ishan Kishan,25,20,0.0,3.0,0,0,0,35.0,125.0,NM Coulter-Nile,caught
4942,Kings XI Punjab,Mumbai Indians,1136594,2018-05-04,MP Stoinis,29,16,2.0,2.0,0,0,0,39.0,181.25,Swapnil Singh,caught and bowled
4941,Kings XI Punjab,Mumbai Indians,1136594,2018-05-04,MA Agarwal,11,7,0.0,1.0,0,0,0,17.0,157.14285714285714,A Nehra,run out
4940,Kings XI Punjab,Mumbai Indians,1136594,2018-05-04,KL Rahul,24,20,1.0,2.0,0,0,0,33.0,120.0,SR Watson,caught
4939,Kings XI Punjab,Mumbai Indians,1136594,2018-05-04,KK Nair,23,12,1.0,2.0,0,0,0,32.0,191.66666666666669,Imran Tahir,caught
4938,Kings XI Punjab,Mumbai Indians,1136594,2018-05-04,CH Gayle,50,44,6.0,2.0,1,0,0,72.0,113.63636363636364,JJ Bumrah,caught
4937,Kings XI Punjab,Mumbai Indians,1136594,2018-05-04,AR Patel,13,12,0.0,1.0,0,0,0,19.0,108.33333333333331,A Nehra,caught
8224,Mumbai Indians,Kings XI Punjab,1136594,2018-05-04,E Lewis,10,13,0.0,0.0,0,0,0,14.0,76.92307692307693,AN Ahmed,caught
8225,Mumbai Indians,Kings XI Punjab,1136594,2018-05-04,HH Pandya,23,13,2.0,1.0,0,0,0,31.0,176.9230769230769,YS Chahal,caught
3711,Delhi Daredevils,Sunrisers Hyderabad,1136596,2018-05-05,DT Christian,7,9,0.0,0.0,0,0,0,11.0,77.77777777777779,R Dhawan,caught
11605,Royal Challengers Bangalore,Chennai Super Kings,1136595,2018-05-05,Mohammed Siraj,3,7,0.0,0.0,0,0,0,7.0,42.85714285714285,RE van der Merwe,caught and bowled
3713,Delhi Daredevils,Sunrisers Hyderabad,1136596,2018-05-05,NV Ojha,1,4,0.0,0.0,0,0,0,5.0,25.0,JR Hazlewood,caught
3714,Delhi Daredevils,Sunrisers Hyderabad,1136596,2018-05-05,PP Shaw,65,37,6.0,3.0,1,0,0,89.0,175.67567567567568,Mohammed Shami,caught
3715,Delhi Daredevils,Sunrisers Hyderabad,1136596,2018-05-05,RR Pant,18,20,1.0,0.0,0,0,0,23.0,90.0,YS Chahal,caught
3716,Delhi Daredevils,Sunrisers Hyderabad,1136596,2018-05-05,SS Iyer,44,36,3.0,2.0,0,0,0,55.0,122.22222222222224,JR Hopes,lbw
3717,Delhi Daredevils,Sunrisers Hyderabad,1136596,2018-05-05,V Shankar,23,13,1.0,1.0,0,0,0,30.0,176.9230769230769,MA Khote,caught
11607,Royal Challengers Bangalore,Chennai Super Kings,1136595,2018-05-05,TG Southee,36,26,3.0,1.0,0,0,0,45.0,138.46153846153845,RE van der Merwe,caught
11606,Royal Challengers Bangalore,Chennai Super Kings,1136595,2018-05-05,PA Patel,53,41,5.0,2.0,1,0,0,74.0,129.26829268292684,S Sreesanth,bowled
11604,Royal Challengers Bangalore,Chennai Super Kings,1136595,2018-05-05,Mandeep Singh,7,13,0.0,0.0,0,0,0,11.0,53.84615384615385,DP Nannes,caught
11603,Royal Challengers Bangalore,Chennai Super Kings,1136595,2018-05-05,M Ashwin,1,2,0.0,0.0,0,0,0,5.0,50.0,PP Ojha,caught
11602,Royal Challengers Bangalore,Chennai Super Kings,1136595,2018-05-05,C de Grandhomme,8,8,1.0,0.0,0,0,0,13.0,100.0,DL Vettori,caught
3712,Delhi Daredevils,Sunrisers Hyderabad,1136596,2018-05-05,GJ Maxwell,2,3,0.0,0.0,0,0,0,6.0,66.66666666666666,T Natarajan,caught
1269,Chennai Super Kings,Royal Challengers Bangalore,1136595,2018-05-05,MS Dhoni,31,26,1.0,3.0,0,0,0,42.0,119.23076923076924,RP Singh,bowled
1270,Chennai Super Kings,Royal Challengers Bangalore,1136595,2018-05-05,SK Raina,25,21,2.0,1.0,0,0,0,33.0,119.04761904761904,Azhar Mahmood,caught
11600,Royal Challengers Bangalore,Chennai Super Kings,1136595,2018-05-05,AB de Villiers,1,4,0.0,0.0,0,0,0,5.0,25.0,SL Malinga,bowled
1268,Chennai Super Kings,Royal Challengers Bangalore,1136595,2018-05-05,DR Shorey,8,9,0.0,1.0,0,0,0,14.0,88.88888888888889,AA Jhunjhunwala,bowled
1271,Chennai Super Kings,Royal Challengers Bangalore,1136595,2018-05-05,SR Watson,11,14,2.0,0.0,0,0,0,17.0,78.57142857142857,UT Yadav,caught
11601,Royal Challengers Bangalore,Chennai Super Kings,1136595,2018-05-05,BB McCullum,5,4,1.0,0.0,0,0,0,10.0,125.0,P Kumar,caught
1267,Chennai Super Kings,Royal Challengers Bangalore,1136595,2018-05-05,DJ Bravo,14,17,0.0,1.0,0,0,0,20.0,82.35294117647058,Azhar Mahmood,caught
1266,Chennai Super Kings,Royal Challengers Bangalore,1136595,2018-05-05,AT Rayudu,32,25,3.0,2.0,0,0,0,43.0,128.0,R Vinay Kumar,caught
11608,Royal Challengers Bangalore,Chennai Super Kings,1136595,2018-05-05,UT Yadav,1,5,0.0,0.0,0,0,0,5.0,20.0,A Symonds,bowled
11609,Royal Challengers Bangalore,Chennai Super Kings,1136595,2018-05-05,V Kohli,8,11,1.0,0.0,0,0,0,13.0,72.72727272727273,YK Pathan,run out
13385,Sunrisers Hyderabad,Delhi Daredevils,1136596,2018-05-05,AD Hales,45,32,3.0,3.0,0,0,0,58.0,140.625,RE van der Merwe,caught
13386,Sunrisers Hyderabad,Delhi Daredevils,1136596,2018-05-05,KS Williamson,32,30,0.0,1.0,0,0,0,38.0,106.66666666666669,A Symonds,bowled
13387,Sunrisers Hyderabad,Delhi Daredevils,1136596,2018-05-05,MK Pandey,21,18,2.0,0.0,0,0,0,27.0,116.66666666666669,YK Pathan,run out
13389,Sunrisers Hyderabad,Delhi Daredevils,1136596,2018-05-05,YK Pathan,27,13,2.0,2.0,0,0,0,37.0,207.6923076923077,SR Watson,caught
13388,Sunrisers Hyderabad,Delhi Daredevils,1136596,2018-05-05,S Dhawan,33,31,2.0,1.0,0,0,0,41.0,106.4516129032258,DW Steyn,caught
6579,Kolkata Knight Riders,Mumbai Indians,1136597,2018-05-06,AD Russell,9,10,1.0,0.0,0,0,0,14.0,90.0,PP Chawla,bowled
6580,Kolkata Knight Riders,Mumbai Indians,1136597,2018-05-06,CA Lynn,17,13,4.0,0.0,0,0,0,25.0,130.76923076923077,A Ashish Reddy,bowled
6581,Kolkata Knight Riders,Mumbai Indians,1136597,2018-05-06,KD Karthik,36,26,5.0,1.0,0,0,0,47.0,138.46153846153845,D Wiese,caught
5154,Kings XI Punjab,Rajasthan Royals,1136598,2018-05-06,MP Stoinis,23,17,2.0,1.0,0,0,0,31.0,135.29411764705884,BA Bhatt,run out
5153,Kings XI Punjab,Rajasthan Royals,1136598,2018-05-06,MA Agarwal,2,3,0.0,0.0,0,0,0,6.0,66.66666666666666,AB Dinda,caught
6584,Kolkata Knight Riders,Mumbai Indians,1136597,2018-05-06,SP Narine,5,4,1.0,0.0,0,0,0,10.0,125.0,HV Patel,caught
6585,Kolkata Knight Riders,Mumbai Indians,1136597,2018-05-06,Shubman Gill,7,5,1.0,0.0,0,0,0,12.0,140.0,SL Malinga,bowled
5149,Kings XI Punjab,Rajasthan Royals,1136598,2018-05-06,AR Patel,4,5,0.0,0.0,0,0,0,8.0,80.0,PP Ojha,run out
5150,Kings XI Punjab,Rajasthan Royals,1136598,2018-05-06,CH Gayle,8,11,2.0,0.0,0,0,0,14.0,72.72727272727273,DW Steyn,caught
5151,Kings XI Punjab,Rajasthan Royals,1136598,2018-05-06,KK Nair,31,23,2.0,2.0,0,0,0,41.0,134.7826086956522,M Morkel,caught
5152,Kings XI Punjab,Rajasthan Royals,1136598,2018-05-06,KL Rahul,84,56,7.0,3.0,1,0,0,109.0,150.0,Z Khan,caught
6582,Kolkata Knight Riders,Mumbai Indians,1136597,2018-05-06,N Rana,31,27,3.0,1.0,0,0,0,40.0,114.8148148148148,Z Khan,caught
6583,Kolkata Knight Riders,Mumbai Indians,1136597,2018-05-06,RV Uthappa,54,36,6.0,3.0,1,0,0,78.0,150.0,Harbhajan Singh,lbw
8417,Mumbai Indians,Kolkata Knight Riders,1136597,2018-05-06,SA Yadav,59,40,7.0,2.0,1,0,0,82.0,147.5,Z Khan,caught
10389,Rajasthan Royals,Kings XI Punjab,1136598,2018-05-06,SV Samson,28,23,2.0,1.0,0,0,0,36.0,121.73913043478262,PP Chawla,bowled
8416,Mumbai Indians,Kolkata Knight Riders,1136597,2018-05-06,RG Sharma,11,11,1.0,0.0,0,0,0,16.0,100.0,MA Khote,caught
8415,Mumbai Indians,Kolkata Knight Riders,1136597,2018-05-06,KH Pandya,14,11,1.0,1.0,0,0,0,21.0,127.27272727272728,JR Hopes,lbw
8414,Mumbai Indians,Kolkata Knight Riders,1136597,2018-05-06,JP Duminy,13,12,0.0,1.0,0,0,0,19.0,108.33333333333331,YS Chahal,caught
8413,Mumbai Indians,Kolkata Knight Riders,1136597,2018-05-06,HH Pandya,35,22,4.0,1.0,0,0,0,45.0,159.0909090909091,Mohammed Shami,caught
8412,Mumbai Indians,Kolkata Knight Riders,1136597,2018-05-06,E Lewis,43,29,5.0,2.0,0,0,0,56.0,148.27586206896552,JR Hazlewood,caught
10380,Rajasthan Royals,Kings XI Punjab,1136598,2018-05-06,AM Rahane,5,7,0.0,0.0,0,0,0,9.0,71.42857142857143,JD Unadkat,caught
10387,Rajasthan Royals,Kings XI Punjab,1136598,2018-05-06,RA Tripathi,11,13,1.0,0.0,0,0,0,16.0,84.61538461538461,KA Pollard,caught and bowled
10382,Rajasthan Royals,Kings XI Punjab,1136598,2018-05-06,DJM Short,2,2,0.0,0.0,0,0,0,6.0,100.0,MG Johnson,caught
10388,Rajasthan Royals,Kings XI Punjab,1136598,2018-05-06,S Gopal,24,16,3.0,0.0,0,0,0,31.0,150.0,AD Russell,caught
10381,Rajasthan Royals,Kings XI Punjab,1136598,2018-05-06,BA Stokes,12,9,2.0,0.0,0,0,0,18.0,133.33333333333331,PV Tambe,caught
10385,Rajasthan Royals,Kings XI Punjab,1136598,2018-05-06,JD Unadkat,6,7,0.0,0.0,0,0,0,10.0,85.71428571428571,NM Coulter-Nile,caught
10384,Rajasthan Royals,Kings XI Punjab,1136598,2018-05-06,JC Buttler,51,39,7.0,0.0,1,0,0,70.0,130.76923076923077,YS Chahal,caught
10386,Rajasthan Royals,Kings XI Punjab,1136598,2018-05-06,K Gowtham,5,4,1.0,0.0,0,0,0,10.0,125.0,TA Boult,caught
10383,Rajasthan Royals,Kings XI Punjab,1136598,2018-05-06,JC Archer,0,1,0.0,0.0,0,0,1,2.0,0.0,AN Ahmed,caught
14156,Sunrisers Hyderabad,Royal Challengers Bangalore,1136599,2018-05-07,YK Pathan,12,7,2.0,0.0,0,0,0,18.0,171.42857142857142,Z Khan,caught
14155,Sunrisers Hyderabad,Royal Challengers Bangalore,1136599,2018-05-07,WP Saha,8,5,0.0,1.0,0,0,0,14.0,160.0,Harmeet Singh,caught
14154,Sunrisers Hyderabad,Royal Challengers Bangalore,1136599,2018-05-07,Shakib Al Hasan,35,34,5.0,0.0,0,0,0,44.0,102.94117647058825,DP Nannes,caught
14153,Sunrisers Hyderabad,Royal Challengers Bangalore,1136599,2018-05-07,Sandeep Sharma,0,1,0.0,0.0,0,0,1,2.0,0.0,PP Ojha,bowled
14146,Sunrisers Hyderabad,Royal Challengers Bangalore,1136599,2018-05-07,AD Hales,5,5,1.0,0.0,0,0,0,10.0,100.0,S Sreesanth,bowled
14147,Sunrisers Hyderabad,Royal Challengers Bangalore,1136599,2018-05-07,B Kumar,1,2,0.0,0.0,0,0,0,5.0,50.0,RE van der Merwe,caught
14148,Sunrisers Hyderabad,Royal Challengers Bangalore,1136599,2018-05-07,KS Williamson,56,41,5.0,2.0,1,0,0,77.0,136.58536585365854,A Symonds,bowled
14149,Sunrisers Hyderabad,Royal Challengers Bangalore,1136599,2018-05-07,MK Pandey,5,7,0.0,0.0,0,0,0,9.0,71.42857142857143,YK Pathan,run out
14150,Sunrisers Hyderabad,Royal Challengers Bangalore,1136599,2018-05-07,Rashid Khan,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,DW Steyn,caught
14151,Sunrisers Hyderabad,Royal Challengers Bangalore,1136599,2018-05-07,S Dhawan,13,20,1.0,0.0,0,0,0,18.0,65.0,SR Watson,caught
14152,Sunrisers Hyderabad,Royal Challengers Bangalore,1136599,2018-05-07,S Kaul,1,1,0.0,0.0,0,0,0,5.0,100.0,KA Pollard,caught and bowled
13026,Royal Challengers Bangalore,Sunrisers Hyderabad,1136599,2018-05-07,AB de Villiers,5,9,0.0,0.0,0,0,0,9.0,55.55555555555556,Z Khan,caught
13027,Royal Challengers Bangalore,Sunrisers Hyderabad,1136599,2018-05-07,C de Grandhomme,33,30,1.0,2.0,0,0,0,42.0,110.0,AB Dinda,caught
13028,Royal Challengers Bangalore,Sunrisers Hyderabad,1136599,2018-05-07,M Vohra,8,11,0.0,0.0,0,0,0,12.0,72.72727272727273,BA Bhatt,run out
13032,Royal Challengers Bangalore,Sunrisers Hyderabad,1136599,2018-05-07,V Kohli,39,30,5.0,1.0,0,0,0,50.0,130.0,R Bhatia,bowled
13031,Royal Challengers Bangalore,Sunrisers Hyderabad,1136599,2018-05-07,PA Patel,20,13,4.0,0.0,0,0,0,28.0,153.84615384615387,SK Trivedi,caught
13030,Royal Challengers Bangalore,Sunrisers Hyderabad,1136599,2018-05-07,Mandeep Singh,21,23,1.0,0.0,0,0,0,26.0,91.30434782608695,RP Singh,caught
13029,Royal Challengers Bangalore,Sunrisers Hyderabad,1136599,2018-05-07,MM Ali,10,7,2.0,0.0,0,0,0,16.0,142.85714285714286,DT Christian,bowled
5157,Kings XI Punjab,Rajasthan Royals,1136600,2018-05-08,AR Patel,9,5,1.0,0.0,0,0,0,14.0,180.0,SK Trivedi,caught
5158,Kings XI Punjab,Rajasthan Royals,1136600,2018-05-08,CH Gayle,1,2,0.0,0.0,0,0,0,5.0,50.0,R Bhatia,bowled
5159,Kings XI Punjab,Rajasthan Royals,1136600,2018-05-08,KK Nair,3,5,0.0,0.0,0,0,0,7.0,60.0,P Awana,caught
5160,Kings XI Punjab,Rajasthan Royals,1136600,2018-05-08,KL Rahul,95,70,11.0,2.0,1,0,0,122.0,135.71428571428572,VR Aaron,caught
5161,Kings XI Punjab,Rajasthan Royals,1136600,2018-05-08,MK Tiwary,7,8,0.0,0.0,0,0,0,11.0,87.5,MM Patel,caught
5162,Kings XI Punjab,Rajasthan Royals,1136600,2018-05-08,MP Stoinis,11,16,0.0,0.0,0,0,0,15.0,68.75,R Rampaul,caught
5163,Kings XI Punjab,Rajasthan Royals,1136600,2018-05-08,R Ashwin,0,2,0.0,0.0,0,0,1,2.0,0.0,AB Dinda,caught
5156,Kings XI Punjab,Rajasthan Royals,1136600,2018-05-08,AJ Tye,1,1,0.0,0.0,0,0,0,5.0,100.0,RP Singh,caught
10398,Rajasthan Royals,Kings XI Punjab,1136600,2018-05-08,SV Samson,22,18,1.0,1.0,0,0,0,29.0,122.22222222222224,A Nehra,caught
5155,Kings XI Punjab,Rajasthan Royals,1136600,2018-05-08,AD Nath,9,13,1.0,0.0,0,0,0,14.0,69.23076923076923,DT Christian,bowled
10396,Rajasthan Royals,Kings XI Punjab,1136600,2018-05-08,MK Lomror,9,9,1.0,0.0,0,0,0,14.0,100.0,MM Sharma,caught
10390,Rajasthan Royals,Kings XI Punjab,1136600,2018-05-08,AM Rahane,9,10,1.0,0.0,0,0,0,14.0,90.0,A Ashish Reddy,bowled
10391,Rajasthan Royals,Kings XI Punjab,1136600,2018-05-08,BA Stokes,14,11,1.0,0.0,0,0,0,19.0,127.27272727272728,D Wiese,caught
10395,Rajasthan Royals,Kings XI Punjab,1136600,2018-05-08,K Gowtham,8,6,0.0,1.0,0,0,0,14.0,133.33333333333331,SL Malinga,bowled
10394,Rajasthan Royals,Kings XI Punjab,1136600,2018-05-08,JD Unadkat,0,1,0.0,0.0,0,0,1,2.0,0.0,HV Patel,caught
10393,Rajasthan Royals,Kings XI Punjab,1136600,2018-05-08,JC Buttler,82,59,9.0,1.0,1,0,0,105.0,138.98305084745763,Harbhajan Singh,lbw
10392,Rajasthan Royals,Kings XI Punjab,1136600,2018-05-08,JC Archer,0,1,0.0,0.0,0,0,1,2.0,0.0,Z Khan,caught
10397,Rajasthan Royals,Kings XI Punjab,1136600,2018-05-08,STR Binny,11,7,0.0,1.0,0,0,0,17.0,157.14285714285714,HV Patel,caught
8418,Mumbai Indians,Kolkata Knight Riders,1136601,2018-05-09,BCJ Cutting,24,10,1.0,3.0,0,0,0,35.0,240.0,Mohammad Asif,caught
8419,Mumbai Indians,Kolkata Knight Riders,1136601,2018-05-09,E Lewis,18,13,3.0,0.0,0,0,0,25.0,138.46153846153845,SK Warne,caught
8420,Mumbai Indians,Kolkata Knight Riders,1136601,2018-05-09,HH Pandya,19,14,0.0,2.0,0,0,0,27.0,135.71428571428572,PP Ojha,caught
8421,Mumbai Indians,Kolkata Knight Riders,1136601,2018-05-09,Ishan Kishan,62,22,5.0,6.0,1,0,0,91.0,281.8181818181818,VY Mahesh,caught
8422,Mumbai Indians,Kolkata Knight Riders,1136601,2018-05-09,KH Pandya,8,2,0.0,1.0,0,0,0,14.0,400.0,R Vinay Kumar,caught
6596,Kolkata Knight Riders,Mumbai Indians,1136601,2018-05-09,TK Curran,18,17,3.0,0.0,0,0,0,25.0,105.88235294117648,SR Watson,bowled
6595,Kolkata Knight Riders,Mumbai Indians,1136601,2018-05-09,SP Narine,4,2,1.0,0.0,0,0,0,9.0,200.0,RA Jadeja,lbw
6594,Kolkata Knight Riders,Mumbai Indians,1136601,2018-05-09,RV Uthappa,14,13,0.0,2.0,0,0,0,22.0,107.6923076923077,A Mishra,caught
6592,Kolkata Knight Riders,Mumbai Indians,1136601,2018-05-09,PP Chawla,11,13,1.0,0.0,0,0,0,16.0,84.61538461538461,A Nehra,run out
6591,Kolkata Knight Riders,Mumbai Indians,1136601,2018-05-09,N Rana,21,19,2.0,1.0,0,0,0,29.0,110.5263157894737,SR Watson,caught
6590,Kolkata Knight Riders,Mumbai Indians,1136601,2018-05-09,M Prasidh Krishna,1,5,0.0,0.0,0,0,0,5.0,20.0,Imran Tahir,caught
6589,Kolkata Knight Riders,Mumbai Indians,1136601,2018-05-09,Kuldeep Yadav,5,15,0.0,0.0,0,0,0,9.0,33.33333333333333,JJ Bumrah,caught
6586,Kolkata Knight Riders,Mumbai Indians,1136601,2018-05-09,AD Russell,2,4,0.0,0.0,0,0,0,6.0,50.0,MM Sharma,caught
8424,Mumbai Indians,Kolkata Knight Riders,1136601,2018-05-09,SA Yadav,36,32,5.0,1.0,0,0,0,47.0,112.5,PP Ojha,caught
6588,Kolkata Knight Riders,Mumbai Indians,1136601,2018-05-09,KD Karthik,5,3,1.0,0.0,0,0,0,10.0,166.66666666666669,A Nehra,caught
6587,Kolkata Knight Riders,Mumbai Indians,1136601,2018-05-09,CA Lynn,21,15,3.0,1.0,0,0,0,30.0,140.0,HV Patel,caught
6593,Kolkata Knight Riders,Mumbai Indians,1136601,2018-05-09,RK Singh,5,3,1.0,0.0,0,0,0,10.0,166.66666666666669,Swapnil Singh,caught and bowled
8423,Mumbai Indians,Kolkata Knight Riders,1136601,2018-05-09,RG Sharma,36,32,2.0,1.0,0,0,0,44.0,112.5,Sohail Tanvir,caught
3720,Delhi Daredevils,Sunrisers Hyderabad,1136602,2018-05-10,JJ Roy,11,13,2.0,0.0,0,0,0,17.0,84.61538461538461,SK Warne,caught
3719,Delhi Daredevils,Sunrisers Hyderabad,1136602,2018-05-10,HV Patel,24,17,0.0,2.0,0,0,0,32.0,141.1764705882353,Mohammad Asif,caught
3718,Delhi Daredevils,Sunrisers Hyderabad,1136602,2018-05-10,GJ Maxwell,9,8,1.0,0.0,0,0,0,14.0,112.5,Z Khan,caught
13392,Sunrisers Hyderabad,Delhi Daredevils,1136602,2018-05-10,S Dhawan,92,51,9.0,4.0,1,0,0,121.0,180.3921568627451,DP Nannes,caught
13391,Sunrisers Hyderabad,Delhi Daredevils,1136602,2018-05-10,KS Williamson,83,53,8.0,2.0,1,0,0,107.0,156.60377358490567,PP Ojha,bowled
3721,Delhi Daredevils,Sunrisers Hyderabad,1136602,2018-05-10,PP Shaw,9,11,1.0,0.0,0,0,0,14.0,81.81818181818183,PP Ojha,caught
