,batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
13390,Sunrisers Hyderabad,Delhi Daredevils,1136602,2018-05-10,AD Hales,14,10,3.0,0.0,0,0,0,21.0,140.0,KA Pollard,caught and bowled
3723,Delhi Daredevils,Sunrisers Hyderabad,1136602,2018-05-10,SS Iyer,3,8,0.0,0.0,0,0,0,7.0,37.5,R Vinay Kumar,caught
3722,Delhi Daredevils,Sunrisers Hyderabad,1136602,2018-05-10,RR Pant,128,64,15.0,7.0,1,1,0,185.0,200.0,VY Mahesh,caught
1062,Chennai Super Kings,Rajasthan Royals,1136603,2018-05-11,DJ Bravo,1,1,0.0,0.0,0,0,0,5.0,100.0,PP Ojha,run out
9928,Rajasthan Royals,Chennai Super Kings,1136603,2018-05-11,STR Binny,22,17,1.0,1.0,0,0,0,29.0,129.41176470588235,AF Milne,caught
9927,Rajasthan Royals,Chennai Super Kings,1136603,2018-05-11,P Chopra,8,6,2.0,0.0,0,0,0,14.0,133.33333333333331,AD Russell,caught
1061,Chennai Super Kings,Rajasthan Royals,1136603,2018-05-11,AT Rayudu,12,9,2.0,0.0,0,0,0,18.0,133.33333333333331,JE Taylor,caught
1066,Chennai Super Kings,Rajasthan Royals,1136603,2018-05-11,SW Billings,27,22,3.0,0.0,0,0,0,34.0,122.72727272727272,R Vinay Kumar,caught
9929,Rajasthan Royals,Chennai Super Kings,1136603,2018-05-11,SV Samson,21,23,2.0,0.0,0,0,0,27.0,91.30434782608695,CV Varun,bowled
9926,Rajasthan Royals,Chennai Super Kings,1136603,2018-05-11,K Gowtham,13,5,0.0,2.0,0,0,0,21.0,260.0,C Sakariya,caught
1063,Chennai Super Kings,Rajasthan Royals,1136603,2018-05-11,MS Dhoni,33,25,1.0,1.0,0,0,0,40.0,132.0,A Mithun,caught
9925,Rajasthan Royals,Chennai Super Kings,1136603,2018-05-11,JC Buttler,95,60,11.0,2.0,1,0,0,122.0,158.33333333333331,Avesh Khan,bowled
9924,Rajasthan Royals,Chennai Super Kings,1136603,2018-05-11,BA Stokes,11,7,1.0,1.0,0,0,0,18.0,157.14285714285714,CV Varun,bowled
9923,Rajasthan Royals,Chennai Super Kings,1136603,2018-05-11,AM Rahane,4,3,1.0,0.0,0,0,0,9.0,133.33333333333331,RD Chahar,caught
1064,Chennai Super Kings,Rajasthan Royals,1136603,2018-05-11,SK Raina,52,41,6.0,1.0,1,0,0,72.0,126.82926829268293,CH Gayle,caught
1065,Chennai Super Kings,Rajasthan Royals,1136603,2018-05-11,SR Watson,39,33,2.0,2.0,0,0,0,49.0,118.1818181818182,KA Pollard,caught
6341,Kolkata Knight Riders,Kings XI Punjab,1136604,2018-05-12,CA Lynn,27,17,2.0,2.0,0,0,0,37.0,158.8235294117647,RA Jadeja,lbw
6342,Kolkata Knight Riders,Kings XI Punjab,1136604,2018-05-12,JPR Scantlebury-Searles,6,1,0.0,1.0,0,0,0,12.0,600.0,SR Watson,bowled
6343,Kolkata Knight Riders,Kings XI Punjab,1136604,2018-05-12,KD Karthik,50,24,5.0,3.0,1,0,0,73.0,208.3333333333333,JJ Bumrah,bowled
6344,Kolkata Knight Riders,Kings XI Punjab,1136604,2018-05-12,N Rana,11,5,1.0,1.0,0,0,0,18.0,220.00000000000003,Kuldeep Yadav,stumped
6345,Kolkata Knight Riders,Kings XI Punjab,1136604,2018-05-12,RV Uthappa,24,18,2.0,1.0,0,0,0,32.0,133.33333333333331,Basil Thampi,caught
3637,Delhi Daredevils,Royal Challengers Bangalore,1136605,2018-05-12,PP Shaw,2,4,0.0,0.0,0,0,0,6.0,50.0,MM Patel,caught
4748,Kings XI Punjab,Kolkata Knight Riders,1136604,2018-05-12,KK Nair,3,6,0.0,0.0,0,0,0,7.0,50.0,S Sreesanth,bowled
6346,Kolkata Knight Riders,Kings XI Punjab,1136604,2018-05-12,SP Narine,75,37,9.0,4.0,1,0,0,104.0,202.7027027027027,Kuldeep Yadav,caught
11970,Royal Challengers Bangalore,Delhi Daredevils,1136605,2018-05-12,SN Khan,11,10,2.0,0.0,0,0,0,17.0,110.0,YS Chahal,caught
11971,Royal Challengers Bangalore,Delhi Daredevils,1136605,2018-05-12,V Kohli,70,42,7.0,3.0,1,0,0,95.0,166.66666666666669,JR Hopes,lbw
11969,Royal Challengers Bangalore,Delhi Daredevils,1136605,2018-05-12,PA Patel,6,8,1.0,0.0,0,0,0,11.0,75.0,Mohammed Shami,caught
11968,Royal Challengers Bangalore,Delhi Daredevils,1136605,2018-05-12,Mandeep Singh,13,14,0.0,1.0,0,0,0,19.0,92.85714285714286,JR Hazlewood,caught
11967,Royal Challengers Bangalore,Delhi Daredevils,1136605,2018-05-12,MM Ali,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,T Natarajan,caught
11966,Royal Challengers Bangalore,Delhi Daredevils,1136605,2018-05-12,C de Grandhomme,3,5,0.0,0.0,0,0,0,7.0,60.0,R Dhawan,caught
11965,Royal Challengers Bangalore,Delhi Daredevils,1136605,2018-05-12,AB de Villiers,72,37,4.0,6.0,1,0,0,100.0,194.5945945945946,M Jansen,caught
3635,Delhi Daredevils,Royal Challengers Bangalore,1136605,2018-05-12,Abhishek Sharma,46,20,3.0,4.0,0,0,0,61.0,230.0,P Awana,caught
3640,Delhi Daredevils,Royal Challengers Bangalore,1136605,2018-05-12,V Shankar,21,20,2.0,0.0,0,0,0,27.0,105.0,UT Yadav,caught
3639,Delhi Daredevils,Royal Challengers Bangalore,1136605,2018-05-12,SS Iyer,32,37,3.0,0.0,0,0,0,39.0,86.48648648648648,AB Dinda,caught
3636,Delhi Daredevils,Royal Challengers Bangalore,1136605,2018-05-12,JJ Roy,12,10,1.0,1.0,0,0,0,19.0,120.0,VR Aaron,caught
6347,Kolkata Knight Riders,Kings XI Punjab,1136604,2018-05-12,Shubman Gill,16,8,3.0,0.0,0,0,0,23.0,200.0,S Kaul,caught
6340,Kolkata Knight Riders,Kings XI Punjab,1136604,2018-05-12,AD Russell,31,15,2.0,3.0,0,0,0,43.0,206.66666666666669,A Mishra,caught
3638,Delhi Daredevils,Royal Challengers Bangalore,1136605,2018-05-12,RR Pant,61,35,5.0,4.0,1,0,0,86.0,174.28571428571428,R Rampaul,caught
4750,Kings XI Punjab,Kolkata Knight Riders,1136604,2018-05-12,MA Agarwal,0,1,0.0,0.0,0,0,1,2.0,0.0,A Symonds,bowled
4747,Kings XI Punjab,Kolkata Knight Riders,1136604,2018-05-12,CH Gayle,21,17,2.0,1.0,0,0,0,29.0,123.52941176470588,RE van der Merwe,caught and bowled
4746,Kings XI Punjab,Kolkata Knight Riders,1136604,2018-05-12,BB Sran,1,1,0.0,0.0,0,0,0,5.0,100.0,DP Nannes,caught
4745,Kings XI Punjab,Kolkata Knight Riders,1136604,2018-05-12,AR Patel,19,12,2.0,1.0,0,0,0,27.0,158.33333333333331,PP Ojha,caught
4752,Kings XI Punjab,Kolkata Knight Riders,1136604,2018-05-12,R Ashwin,45,24,4.0,3.0,0,0,0,59.0,187.5,DW Steyn,caught
4751,Kings XI Punjab,Kolkata Knight Riders,1136604,2018-05-12,MM Sharma,4,3,1.0,0.0,0,0,0,9.0,133.33333333333331,YK Pathan,run out
4743,Kings XI Punjab,Kolkata Knight Riders,1136604,2018-05-12,AJ Finch,34,20,0.0,3.0,0,0,0,44.0,170.0,P Kumar,caught
4749,Kings XI Punjab,Kolkata Knight Riders,1136604,2018-05-12,KL Rahul,66,31,2.0,7.0,1,0,0,94.0,212.9032258064516,RE van der Merwe,caught
4744,Kings XI Punjab,Kolkata Knight Riders,1136604,2018-05-12,AJ Tye,14,11,1.0,1.0,0,0,0,21.0,127.27272727272728,DL Vettori,caught
8699,Mumbai Indians,Rajasthan Royals,1136607,2018-05-13,BCJ Cutting,10,7,0.0,1.0,0,0,0,16.0,142.85714285714286,KA Pollard,caught
8704,Mumbai Indians,Rajasthan Royals,1136607,2018-05-13,RG Sharma,0,1,0.0,0.0,0,0,1,2.0,0.0,S Aravind,caught
8705,Mumbai Indians,Rajasthan Royals,1136607,2018-05-13,SA Yadav,38,32,7.0,0.0,0,0,0,49.0,118.75,PP Ojha,run out
10804,Rajasthan Royals,Mumbai Indians,1136607,2018-05-13,DJM Short,4,6,1.0,0.0,0,0,0,9.0,66.66666666666666,I Sharma,caught
1368,Chennai Super Kings,Sunrisers Hyderabad,1136606,2018-05-13,AT Rayudu,100,62,7.0,7.0,1,1,0,149.0,161.29032258064515,Y Venugopal Rao,caught
1369,Chennai Super Kings,Sunrisers Hyderabad,1136606,2018-05-13,MS Dhoni,20,15,1.0,1.0,0,0,0,27.0,133.33333333333331,A Nehra,caught and bowled
13172,Sunrisers Hyderabad,Chennai Super Kings,1136606,2018-05-13,KS Williamson,51,39,5.0,2.0,1,0,0,72.0,130.76923076923077,Z Khan,caught
1370,Chennai Super Kings,Sunrisers Hyderabad,1136606,2018-05-13,SK Raina,2,3,0.0,0.0,0,0,0,6.0,66.66666666666666,P Kumar,caught
13173,Sunrisers Hyderabad,Chennai Super Kings,1136606,2018-05-13,MK Pandey,5,6,0.0,0.0,0,0,0,9.0,83.33333333333334,L Balaji,caught
8700,Mumbai Indians,Rajasthan Royals,1136607,2018-05-13,E Lewis,60,45,4.0,4.0,1,0,0,84.0,133.33333333333331,R Sharma,stumped
1371,Chennai Super Kings,Sunrisers Hyderabad,1136606,2018-05-13,SR Watson,57,35,5.0,3.0,1,0,0,80.0,162.85714285714286,TM Dilshan,caught
8701,Mumbai Indians,Rajasthan Royals,1136607,2018-05-13,HH Pandya,36,23,3.0,2.0,0,0,0,47.0,156.52173913043478,PP Ojha,stumped
8702,Mumbai Indians,Rajasthan Royals,1136607,2018-05-13,Ishan Kishan,12,11,1.0,0.0,0,0,0,17.0,109.09090909090908,RA Jadeja,caught
13171,Sunrisers Hyderabad,Chennai Super Kings,1136606,2018-05-13,DJ Hooda,21,15,1.0,1.0,0,0,0,28.0,140.0,KK Cooper,caught
10805,Rajasthan Royals,Mumbai Indians,1136607,2018-05-13,JC Buttler,94,54,9.0,5.0,1,0,0,125.0,174.07407407407408,HH Pandya,run out
13170,Sunrisers Hyderabad,Chennai Super Kings,1136606,2018-05-13,AD Hales,2,9,0.0,0.0,0,0,0,6.0,22.22222222222222,NLTC Perera,caught
10803,Rajasthan Royals,Mumbai Indians,1136607,2018-05-13,AM Rahane,37,37,4.0,0.0,0,0,0,45.0,100.0,Rashid Khan,bowled
13174,Sunrisers Hyderabad,Chennai Super Kings,1136606,2018-05-13,S Dhawan,79,55,10.0,3.0,1,0,0,107.0,143.63636363636363,JD Unadkat,caught
13175,Sunrisers Hyderabad,Chennai Super Kings,1136606,2018-05-13,Shakib Al Hasan,8,6,1.0,0.0,0,0,0,13.0,133.33333333333331,PV Tambe,caught
10806,Rajasthan Royals,Mumbai Indians,1136607,2018-05-13,SV Samson,26,15,2.0,2.0,0,0,0,36.0,173.33333333333334,K Rabada,caught
8703,Mumbai Indians,Rajasthan Royals,1136607,2018-05-13,KH Pandya,3,8,0.0,0.0,0,0,0,7.0,37.5,Z Khan,caught
5380,Kings XI Punjab,Royal Challengers Bangalore,1136608,2018-05-14,MM Sharma,3,5,0.0,0.0,0,0,0,7.0,60.0,PP Ojha,caught
5376,Kings XI Punjab,Royal Challengers Bangalore,1136608,2018-05-14,CH Gayle,18,14,4.0,0.0,0,0,0,26.0,128.57142857142858,PP Ojha,caught
5375,Kings XI Punjab,Royal Challengers Bangalore,1136608,2018-05-14,AS Rajpoot,1,5,0.0,0.0,0,0,0,5.0,20.0,Sohail Tanvir,caught
12180,Royal Challengers Bangalore,Kings XI Punjab,1136608,2018-05-14,PA Patel,40,22,7.0,0.0,0,0,0,51.0,181.8181818181818,A Nehra,run out
5379,Kings XI Punjab,Royal Challengers Bangalore,1136608,2018-05-14,MA Agarwal,2,6,0.0,0.0,0,0,0,6.0,33.33333333333333,DL Vettori,caught
5377,Kings XI Punjab,Royal Challengers Bangalore,1136608,2018-05-14,KK Nair,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,SL Malinga,bowled
5372,Kings XI Punjab,Royal Challengers Bangalore,1136608,2018-05-14,AJ Finch,26,25,1.0,2.0,0,0,0,35.0,104.0,PP Ojha,caught
5373,Kings XI Punjab,Royal Challengers Bangalore,1136608,2018-05-14,AJ Tye,0,3,0.0,0.0,0,0,1,2.0,0.0,VY Mahesh,caught
5382,Kings XI Punjab,Royal Challengers Bangalore,1136608,2018-05-14,R Ashwin,0,1,0.0,0.0,0,0,1,2.0,0.0,RE van der Merwe,caught and bowled
5381,Kings XI Punjab,Royal Challengers Bangalore,1136608,2018-05-14,MP Stoinis,2,3,0.0,0.0,0,0,0,6.0,66.66666666666666,DP Nannes,caught
5374,Kings XI Punjab,Royal Challengers Bangalore,1136608,2018-05-14,AR Patel,9,14,0.0,0.0,0,0,0,13.0,64.28571428571429,R Vinay Kumar,caught
5378,Kings XI Punjab,Royal Challengers Bangalore,1136608,2018-05-14,KL Rahul,21,15,0.0,3.0,0,0,0,31.0,140.0,P Kumar,caught
12181,Royal Challengers Bangalore,Kings XI Punjab,1136608,2018-05-14,V Kohli,48,29,6.0,2.0,0,0,0,62.0,165.51724137931035,Swapnil Singh,caught and bowled
10579,Rajasthan Royals,Kolkata Knight Riders,1136609,2018-05-15,BA Stokes,11,13,0.0,0.0,0,0,0,15.0,84.61538461538461,PP Ojha,caught
10578,Rajasthan Royals,Kolkata Knight Riders,1136609,2018-05-15,Anureet Singh,3,4,0.0,0.0,0,0,0,7.0,75.0,SK Warne,caught
10584,Rajasthan Royals,Kolkata Knight Riders,1136609,2018-05-15,K Gowtham,3,5,0.0,0.0,0,0,0,7.0,60.0,SL Malinga,bowled
6838,Kolkata Knight Riders,Rajasthan Royals,1136609,2018-05-15,RV Uthappa,4,6,0.0,0.0,0,0,0,8.0,66.66666666666666,HV Patel,caught
6837,Kolkata Knight Riders,Rajasthan Royals,1136609,2018-05-15,N Rana,21,18,2.0,1.0,0,0,0,29.0,116.66666666666669,Harbhajan Singh,lbw
6836,Kolkata Knight Riders,Rajasthan Royals,1136609,2018-05-15,KD Karthik,41,31,5.0,1.0,0,0,0,52.0,132.25806451612902,Z Khan,caught
6835,Kolkata Knight Riders,Rajasthan Royals,1136609,2018-05-15,CA Lynn,45,42,5.0,1.0,0,0,0,56.0,107.14285714285714,D Wiese,caught
6834,Kolkata Knight Riders,Rajasthan Royals,1136609,2018-05-15,AD Russell,11,5,2.0,0.0,0,0,0,17.0,220.00000000000003,A Ashish Reddy,bowled
10580,Rajasthan Royals,Kolkata Knight Riders,1136609,2018-05-15,IS Sodhi,1,6,0.0,0.0,0,0,0,5.0,16.666666666666664,VY Mahesh,caught
10581,Rajasthan Royals,Kolkata Knight Riders,1136609,2018-05-15,JC Archer,6,5,1.0,0.0,0,0,0,11.0,120.0,R Vinay Kumar,caught
10582,Rajasthan Royals,Kolkata Knight Riders,1136609,2018-05-15,JC Buttler,39,23,5.0,2.0,0,0,0,52.0,169.56521739130434,Sohail Tanvir,caught
10583,Rajasthan Royals,Kolkata Knight Riders,1136609,2018-05-15,JD Unadkat,26,18,3.0,1.0,0,0,0,35.0,144.44444444444443,PP Ojha,caught
10585,Rajasthan Royals,Kolkata Knight Riders,1136609,2018-05-15,RA Tripathi,27,15,4.0,1.0,0,0,0,37.0,180.0,P Kumar,caught
10586,Rajasthan Royals,Kolkata Knight Riders,1136609,2018-05-15,STR Binny,1,4,0.0,0.0,0,0,0,5.0,25.0,DL Vettori,caught
10587,Rajasthan Royals,Kolkata Knight Riders,1136609,2018-05-15,SV Samson,12,10,2.0,0.0,0,0,0,18.0,120.0,PP Ojha,caught
10577,Rajasthan Royals,Kolkata Knight Riders,1136609,2018-05-15,AM Rahane,11,12,1.0,0.0,0,0,0,16.0,91.66666666666666,Mohammad Asif,caught
6839,Kolkata Knight Riders,Rajasthan Royals,1136609,2018-05-15,SP Narine,21,7,2.0,2.0,0,0,0,31.0,300.0,SL Malinga,bowled
8234,Mumbai Indians,Kings XI Punjab,1136610,2018-05-16,KA Pollard,50,24,5.0,3.0,1,0,0,73.0,208.3333333333333,Harbhajan Singh,lbw
4947,Kings XI Punjab,Mumbai Indians,1136610,2018-05-16,KL Rahul,94,64,10.0,3.0,1,0,0,122.0,146.875,Kuldeep Yadav,stumped
4949,Kings XI Punjab,Mumbai Indians,1136610,2018-05-16,MP Stoinis,1,2,0.0,0.0,0,0,0,5.0,50.0,Kuldeep Yadav,caught
4946,Kings XI Punjab,Mumbai Indians,1136610,2018-05-16,CH Gayle,18,11,2.0,1.0,0,0,0,26.0,163.63636363636363,JJ Bumrah,bowled
8235,Mumbai Indians,Kings XI Punjab,1136610,2018-05-16,KH Pandya,32,24,1.0,2.0,0,0,0,41.0,133.33333333333331,HV Patel,caught
4948,Kings XI Punjab,Mumbai Indians,1136610,2018-05-16,MK Tiwary,4,1,1.0,0.0,0,0,0,9.0,400.0,Basil Thampi,caught
8238,Mumbai Indians,Kings XI Punjab,1136610,2018-05-16,RG Sharma,6,10,0.0,0.0,0,0,0,10.0,60.0,HV Patel,caught
8231,Mumbai Indians,Kings XI Punjab,1136610,2018-05-16,E Lewis,9,8,0.0,1.0,0,0,0,15.0,112.5,A Ashish Reddy,bowled
8232,Mumbai Indians,Kings XI Punjab,1136610,2018-05-16,HH Pandya,9,13,0.0,0.0,0,0,0,13.0,69.23076923076923,D Wiese,caught
4944,Kings XI Punjab,Mumbai Indians,1136610,2018-05-16,AJ Finch,46,35,3.0,1.0,0,0,0,55.0,131.42857142857142,RA Jadeja,lbw
4950,Kings XI Punjab,Mumbai Indians,1136610,2018-05-16,Yuvraj Singh,1,4,0.0,0.0,0,0,0,5.0,25.0,S Kaul,caught
4945,Kings XI Punjab,Mumbai Indians,1136610,2018-05-16,AR Patel,10,8,0.0,1.0,0,0,0,16.0,125.0,SR Watson,bowled
8236,Mumbai Indians,Kings XI Punjab,1136610,2018-05-16,M Markande,7,5,1.0,0.0,0,0,0,12.0,140.0,SL Malinga,bowled
8233,Mumbai Indians,Kings XI Punjab,1136610,2018-05-16,Ishan Kishan,20,12,1.0,2.0,0,0,0,29.0,166.66666666666669,Z Khan,caught
8230,Mumbai Indians,Kings XI Punjab,1136610,2018-05-16,BCJ Cutting,4,7,0.0,0.0,0,0,0,8.0,57.14285714285714,PP Chawla,bowled
8239,Mumbai Indians,Kings XI Punjab,1136610,2018-05-16,SA Yadav,27,15,3.0,2.0,0,0,0,38.0,180.0,A Nehra,caught
8237,Mumbai Indians,Kings XI Punjab,1136610,2018-05-16,MJ McClenaghan,11,8,1.0,1.0,0,0,0,18.0,137.5,MM Sharma,caught
13038,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,2018-05-17,SN Khan,22,8,3.0,1.0,0,0,0,31.0,275.0,UT Yadav,caught
13033,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,2018-05-17,AB de Villiers,69,41,12.0,1.0,1,0,0,95.0,168.29268292682926,P Awana,caught
13037,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,2018-05-17,PA Patel,1,4,0.0,0.0,0,0,0,5.0,25.0,AB Dinda,caught
13034,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,2018-05-17,C de Grandhomme,40,17,1.0,4.0,0,0,0,53.0,235.29411764705884,VR Aaron,caught
13035,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,2018-05-17,MM Ali,65,34,2.0,6.0,1,0,0,91.0,191.1764705882353,MM Patel,caught
14157,Sunrisers Hyderabad,Royal Challengers Bangalore,1136611,2018-05-17,AD Hales,37,24,2.0,3.0,0,0,0,49.0,154.16666666666669,JH Kallis,caught
13039,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,2018-05-17,TG Southee,1,1,0.0,0.0,0,0,0,5.0,100.0,JH Kallis,run out
13036,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,2018-05-17,Mandeep Singh,4,6,0.0,0.0,0,0,0,8.0,66.66666666666666,R Rampaul,caught
14161,Sunrisers Hyderabad,Royal Challengers Bangalore,1136611,2018-05-17,S Dhawan,18,15,0.0,2.0,0,0,0,26.0,120.0,R Sharma,stumped
14160,Sunrisers Hyderabad,Royal Challengers Bangalore,1136611,2018-05-17,MK Pandey,62,41,7.0,2.0,1,0,0,85.0,151.21951219512195,KA Pollard,caught
14159,Sunrisers Hyderabad,Royal Challengers Bangalore,1136611,2018-05-17,KS Williamson,81,42,7.0,5.0,1,0,0,110.0,192.8571428571429,Z Khan,caught
13040,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,2018-05-17,V Kohli,12,11,2.0,0.0,0,0,0,18.0,109.09090909090908,JP Faulkner,caught
14158,Sunrisers Hyderabad,Royal Challengers Bangalore,1136611,2018-05-17,DJ Hooda,1,1,0.0,0.0,0,0,0,5.0,100.0,RJ Harris,bowled
262,Chennai Super Kings,Delhi Daredevils,1136612,2018-05-18,MS Dhoni,17,23,1.0,0.0,0,0,0,22.0,73.91304347826086,PP Ojha,run out
265,Chennai Super Kings,Delhi Daredevils,1136612,2018-05-18,SR Watson,14,23,0.0,1.0,0,0,0,20.0,60.86956521739131,KA Pollard,caught
261,Chennai Super Kings,Delhi Daredevils,1136612,2018-05-18,DL Chahar,1,2,0.0,0.0,0,0,0,5.0,50.0,JE Taylor,caught
260,Chennai Super Kings,Delhi Daredevils,1136612,2018-05-18,DJ Bravo,1,2,0.0,0.0,0,0,0,5.0,50.0,Harbhajan Singh,bowled
259,Chennai Super Kings,Delhi Daredevils,1136612,2018-05-18,AT Rayudu,50,29,4.0,4.0,1,0,0,74.0,172.41379310344826,JJ van der Wath,caught
2640,Delhi Daredevils,Chennai Super Kings,1136612,2018-05-18,Abhishek Sharma,2,4,0.0,0.0,0,0,0,6.0,50.0,R Bhatia,caught
264,Chennai Super Kings,Delhi Daredevils,1136612,2018-05-18,SK Raina,15,18,1.0,0.0,0,0,0,20.0,83.33333333333334,CH Gayle,caught
263,Chennai Super Kings,Delhi Daredevils,1136612,2018-05-18,RA Jadeja,27,18,0.0,2.0,0,0,0,35.0,150.0,A Mithun,caught
2643,Delhi Daredevils,Chennai Super Kings,1136612,2018-05-18,PP Shaw,17,19,1.0,1.0,0,0,0,24.0,89.47368421052632,DS Kulkarni,caught
2642,Delhi Daredevils,Chennai Super Kings,1136612,2018-05-18,HV Patel,36,16,1.0,4.0,0,0,0,49.0,225.0,GD McGrath,run out
2641,Delhi Daredevils,Chennai Super Kings,1136612,2018-05-18,GJ Maxwell,5,8,0.0,0.0,0,0,0,9.0,62.5,Sohail Tanvir,bowled
2646,Delhi Daredevils,Chennai Super Kings,1136612,2018-05-18,V Shankar,36,30,2.0,2.0,0,0,0,46.0,120.0,YK Pathan,caught
266,Chennai Super Kings,Delhi Daredevils,1136612,2018-05-18,SW Billings,1,5,0.0,0.0,0,0,0,5.0,20.0,R Vinay Kumar,caught
2644,Delhi Daredevils,Chennai Super Kings,1136612,2018-05-18,RR Pant,38,27,3.0,2.0,0,0,0,49.0,140.74074074074073,DW Steyn,caught
2645,Delhi Daredevils,Chennai Super Kings,1136612,2018-05-18,SS Iyer,19,22,3.0,0.0,0,0,0,26.0,86.36363636363636,Sohail Tanvir,caught
7249,Kolkata Knight Riders,Sunrisers Hyderabad,1136614,2018-05-19,AD Russell,4,4,1.0,0.0,0,0,0,9.0,100.0,HH Pandya,run out
7250,Kolkata Knight Riders,Sunrisers Hyderabad,1136614,2018-05-19,CA Lynn,55,44,4.0,3.0,1,0,0,77.0,125.0,K Rabada,caught
7251,Kolkata Knight Riders,Sunrisers Hyderabad,1136614,2018-05-19,KD Karthik,26,24,1.0,1.0,0,0,0,33.0,108.33333333333331,CV Varun,bowled
13662,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,2018-05-19,YK Pathan,2,5,0.0,0.0,0,0,0,6.0,40.0,AB Dinda,caught
13660,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,2018-05-19,SP Goswami,35,28,4.0,1.0,0,0,0,45.0,125.0,M Morkel,caught
13658,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,2018-05-19,Rashid Khan,0,1,0.0,0.0,0,0,1,2.0,0.0,PP Ojha,run out
13657,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,2018-05-19,MK Pandey,25,23,2.0,1.0,0,0,0,33.0,108.69565217391305,S Aravind,caught
13656,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,2018-05-19,KS Williamson,36,17,1.0,3.0,0,0,0,47.0,211.76470588235296,Z Khan,caught
13655,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,2018-05-19,CR Brathwaite,3,4,0.0,0.0,0,0,0,7.0,75.0,RA Jadeja,caught
13654,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,2018-05-19,B Kumar,0,1,0.0,0.0,0,0,1,2.0,0.0,PP Ojha,stumped
7252,Kolkata Knight Riders,Sunrisers Hyderabad,1136614,2018-05-19,N Rana,7,5,1.0,0.0,0,0,0,12.0,140.0,YS Chahal,caught
7253,Kolkata Knight Riders,Sunrisers Hyderabad,1136614,2018-05-19,RV Uthappa,45,34,3.0,2.0,0,0,0,56.0,132.35294117647058,T Natarajan,caught
7254,Kolkata Knight Riders,Sunrisers Hyderabad,1136614,2018-05-19,SP Narine,29,12,4.0,2.0,0,0,0,41.0,241.66666666666663,A Nortje,caught
13659,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,2018-05-19,S Dhawan,50,40,5.0,1.0,1,0,0,69.0,125.0,DW Steyn,caught
13661,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,2018-05-19,Shakib Al Hasan,10,7,2.0,0.0,0,0,0,16.0,142.85714285714286,Z Khan,caught
12855,Royal Challengers Bangalore,Rajasthan Royals,1136613,2018-05-19,YS Chahal,0,4,0.0,0.0,0,0,1,2.0,0.0,R Dhawan,caught
12852,Royal Challengers Bangalore,Rajasthan Royals,1136613,2018-05-19,TG Southee,14,17,2.0,0.0,0,0,0,20.0,82.35294117647058,Ravi Bishnoi,bowled
12851,Royal Challengers Bangalore,Rajasthan Royals,1136613,2018-05-19,SN Khan,7,8,1.0,0.0,0,0,0,12.0,87.5,Avesh Khan,caught
11052,Rajasthan Royals,Royal Challengers Bangalore,1136613,2018-05-19,SV Samson,0,1,0.0,0.0,0,0,1,2.0,0.0,M Markande,lbw
11051,Rajasthan Royals,Royal Challengers Bangalore,1136613,2018-05-19,RA Tripathi,80,60,5.0,3.0,1,0,0,103.0,133.33333333333331,SP Narine,lbw
11050,Rajasthan Royals,Royal Challengers Bangalore,1136613,2018-05-19,K Gowtham,14,5,0.0,2.0,0,0,0,22.0,280.0,BA Stokes,bowled
11049,Rajasthan Royals,Royal Challengers Bangalore,1136613,2018-05-19,JC Archer,0,4,0.0,0.0,0,0,1,2.0,0.0,HH Pandya,caught
12850,Royal Challengers Bangalore,Rajasthan Royals,1136613,2018-05-19,PA Patel,33,21,3.0,2.0,0,0,0,44.0,157.14285714285714,CV Varun,bowled
12849,Royal Challengers Bangalore,Rajasthan Royals,1136613,2018-05-19,Mohammed Siraj,14,13,2.0,0.0,0,0,0,20.0,107.6923076923077,AF Milne,caught
12848,Royal Challengers Bangalore,Rajasthan Royals,1136613,2018-05-19,Mandeep Singh,3,4,0.0,0.0,0,0,0,7.0,75.0,AD Russell,caught
12847,Royal Challengers Bangalore,Rajasthan Royals,1136613,2018-05-19,MM Ali,1,2,0.0,0.0,0,0,0,5.0,50.0,C Sakariya,caught
